Clock Cycle,Probability
0,0.0
12,0.0
24,0.0
36,0.0
48,0.0
60,0.0
72,0.00010307153164296021
84,0.00020614306328592042
96,0.00030921459492888067
108,0.0008245722531436817
120,0.0013399299113584827
132,0.0021645021645021645
144,0.00484436198721913
156,0.006184291898577613
168,0.007936507936507936
180,0.00968872397443826
192,0.011956297670583385
204,0.017212945784374357
216,0.021438878581735724
228,0.026283240568954855
240,0.030612244897959183
252,0.035147392290249435
264,0.04710368996083282
276,0.055349412492269635
288,0.06173984745413317
300,0.0686456400742115
312,0.07678829107400537
324,0.09307359307359307
336,0.10214388785817358
348,0.11080189651618223
360,0.12275819418676562
372,0.13512677798392084
384,0.15883323026180168
396,0.17161410018552875
408,0.1821273964131107
420,0.19480519480519481
432,0.20665842094413522
444,0.23304473304473305
456,0.24685631828488971
468,0.2602556173984745
480,0.2741702741702742
492,0.28746650175221605
504,0.31457431457431456
516,0.3297258297258297
528,0.3424036281179138
540,0.3564213564213564
552,0.370542156256442
564,0.4017728303442589
576,0.4163059163059163
588,0.4311482168625026
600,0.440424654710369
612,0.45423623995052564
624,0.4852607709750567
636,0.49907235621521334
648,0.5122655122655123
660,0.5260770975056689
672,0.538857967429396
684,0.5683364254792826
696,0.5806019377447948
708,0.5928674500103072
720,0.6045145330859617
732,0.6181199752628324
744,0.6394557823129252
756,0.6520305091733664
768,0.6638837353123067
780,0.6770768913626056
792,0.6894454751597608
804,0.7110904968047825
816,0.7226345083487941
828,0.7324263038548753
840,0.7408781694495981
852,0.7507730364873222
864,0.7678829107400535
876,0.7765409193980622
888,0.7862296433725006
900,0.7941661513090085
912,0.8016903731189445
924,0.8178726035868893
936,0.8243661100803958
948,0.8311688311688312
960,0.8378684807256236
972,0.8439497010925582
984,0.8569367140795712
996,0.8620902906617193
1008,0.8676561533704391
1020,0.8727066584209441
1032,0.8785817357245929
1044,0.8880643166357453
1056,0.891156462585034
1068,0.8950731807874664
1080,0.8995052566481138
1092,0.9030096887239745
1104,0.9088847660276231
1116,0.9136260564831994
1128,0.9169243454957741
1140,0.919810348381777
1152,0.9232117089259947
1164,0.9306328592042877
1176,0.9331065759637188
1188,0.9354772211915069
1200,0.9368171511028653
1212,0.9396000824572253
1224,0.9448567305710163
1236,0.9476396619253762
1248,0.9491857349000206
1260,0.9515563801278087
1272,0.9540300968872397
1284,0.9576376004947433
1296,0.9591836734693877
1308,0.9608328179756751
1320,0.9629973201401772
1332,0.9653679653679653
1344,0.968872397443826
1356,0.9704184704184704
1368,0.9718614718614719
1380,0.9732014017728303
1392,0.974335188620903
1404,0.9762935477221192
1416,0.9777365491651205
1428,0.9795918367346939
1440,0.9803133374561946
1452,0.9813440527726242
1464,0.9831993403421975
1476,0.9842300556586271
1488,0.9849515563801278
1500,0.9854669140383426
1512,0.9862914862914863
1524,0.9883529169243455
1536,0.9889713461142032
1548,0.9894867037724181
1560,0.9902082044939188
1572,0.9909297052154195
1584,0.9918573490002062
1596,0.9920634920634921
1608,0.9924757781900639
1620,0.9929911358482787
1632,0.9933003504432076
1644,0.9936095650381365
1656,0.9939187796330653
1668,0.9941249226963512
1680,0.9943310657596371
1692,0.9944341372912802
1704,0.9952587095444239
1716,0.9956709956709957
1728,0.9958771387342816
1740,0.9962894248608535
1752,0.9964955679241394
1764,0.9969078540507111
1776,0.9972170686456401
1788,0.997423211708926
1800,0.9970109255823542
1812,0.997320140177283
1824,0.997423211708926
1836,0.9976293547722119
1848,0.9978354978354979
1860,0.9978354978354979
1872,0.9981447124304267
1884,0.9981447124304267
1896,0.9983508554937126
1908,0.9983508554937126
1920,0.9985569985569985
1932,0.9986600700886415
1944,0.9986600700886415
1956,0.9987631416202845
1968,0.9987631416202845
1980,0.9990723562152134
1992,0.9991754277468563
2004,0.9994846423417852
2016,0.9994846423417852
2028,0.9994846423417852
2040,0.9995877138734282
2052,0.9995877138734282
2064,0.9995877138734282
2076,0.9995877138734282
2088,0.9995877138734282
2100,0.9995877138734282
2112,0.9995877138734282
2124,0.9996907854050712
2136,0.9996907854050712
2148,0.9996907854050712
2160,0.9996907854050712
2172,0.9996907854050712
2184,0.9996907854050712
2196,0.9997938569367141
2208,0.9997938569367141
2220,0.9997938569367141
2232,0.9997938569367141
2244,1.0
2256,1.0
2268,1.0
2280,1.0
2292,1.0
2304,1.0
2316,1.0
2328,1.0
2340,1.0
2352,1.0
2364,1.0
2376,1.0
2388,1.0
