CLK_UPPER,RESISTIVE_NOISE_THRESH,INDUCTIVE_NOISE_THRESH,resistiveNoiseProbability,inductiveNoiseProbability
343,1,1,1,0.9125198098256735
346,1,1,1,0.9289224952741021
349,1,1,1,0.9258652094717669
352,1,1,1,0.9233628318584071
355,1,1,1,0.9256363636363636
358,1,1,1,0.9266544117647059
361,1,1,1,0.9339357429718875
364,1,1,1,0.9345454545454546
367,1,1,1,0.9332007952286282
370,1,1,1,0.9382978723404255
373,1,1,1,0.9346153846153846
376,1,1,1,0.9365145228215768
379,1,1,1,0.9411504424778762
382,1,1,1,0.9408791208791208
385,1,1,1,0.9373949579831933
388,1,1,1,0.944212962962963
391,1,1,1,0.9393548387096774
394,1,1,1,0.946987951807229
397,1,1,1,0.9473300970873786
400,1,1,1,0.946987951807229
403,1,1,1,0.9473300970873786
406,1,1,1,0.9548209366391185
409,1,1,1,0.9481572481572481
412,1,1,1,0.9507692307692308
415,1,1,1,0.9565340909090909
418,1,1,1,0.9527851458885942
421,1,1,1,0.9562146892655368
424,1,1,1,0.9568571428571429
427,1,1,1,0.9562146892655368
430,1,1,1,0.9631067961165048
433,1,1,1,0.9584070796460177
436,1,1,1,0.9611801242236024
439,1,1,1,0.9578488372093024
442,1,1,1,0.9622222222222222
445,1,1,1,0.9618296529968454
448,1,1,1,0.9701149425287356
451,1,1,1,0.9620253164556962
454,1,1,1,0.9594594594594594
457,1,1,1,0.9662020905923345
460,1,1,1,0.9645484949832775
463,1,1,1,0.9670212765957447
466,1,1,1,0.9654109589041096
469,1,1,1,0.9658620689655173
472,1,1,1,0.9714285714285714
475,1,1,1,0.9673835125448028
478,1,1,1,0.9714285714285714
481,1,1,1,0.9696969696969697
484,1,1,1,0.9714285714285714
487,1,1,1,0.9727272727272728
490,1,1,1,0.9744588744588745
493,1,1,1,0.9716
496,1,1,1,0.9686346863468634
499,1,1,1,0.9787128712871287
502,1,1,1,0.979
505,1,1,1,0.9716
508,1,1,1,0.9764976958525345
511,1,1,1,0.9797927461139896
514,1,1,1,0.9754464285714286
517,1,1,1,0.9754464285714286
520,1,1,1,0.9746724890829694
523,1,1,1,0.9787128712871287
526,1,1,1,0.9814207650273225
529,1,1,1,0.9820224719101124
532,1,1,1,0.9787128712871287
535,1,1,1,0.9816666666666667
538,1,1,1,0.9848101265822785
541,1,1,1,0.9837349397590361
544,1,1,1,0.9834319526627219
547,1,1,1,0.9863945578231292
550,1,1,1,0.9863945578231292
553,1,1,1,0.9795918367346939
556,1,1,1,0.9814207650273225
559,1,1,1,0.9890625
562,1,1,1,0.9797927461139896
565,1,1,1,0.9886363636363636
568,1,1,1,0.984472049689441
571,1,1,1,0.9848101265822785
574,1,1,1,0.9852564102564103
577,1,1,1,0.984472049689441
580,1,1,1,0.9881481481481481
583,1,1,1,0.9886363636363636
586,1,1,1,0.9911504424778761
589,1,1,1,0.9890625
592,1,1,1,0.9876811594202899
595,1,1,1,0.9952380952380953
598,1,1,1,0.9905982905982906
601,1,1,1,0.9917431192660551
